**** File name: ./output/25MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	10728/19219 	 [%] = 55.819762
Xor file present: 	16558/19219 	 [%] = 86.154326
**** File name: ./output/25MB-spr2-no33.bin_clear_data.in ****
Clear file present: 	15645/19219 	 [%] = 81.403819
Xor file present: 	16540/19219 	 [%] = 86.060669
**** File name: ./output/25MB-spr2-no33.bin_clear_data.in ****
Clear file present: 	19184/19219 	 [%] = 99.817889
Xor file present: 	16540/19219 	 [%] = 86.060669
**** File name: ./output/25MB-spr2-no34.bin_clear_data.in ****
Clear file present: 	15766/19219 	 [%] = 82.033404
Xor file present: 	16569/19219 	 [%] = 86.211561
**** File name: ./output/25MB-spr2-no34.bin_clear_data.in ****
Clear file present: 	19187/19219 	 [%] = 99.833498
Xor file present: 	16569/19219 	 [%] = 86.211561
**** File name: ./output/25MB-spr2-no35.bin_clear_data.in ****
Clear file present: 	16188/19219 	 [%] = 84.229148
Xor file present: 	16600/19219 	 [%] = 86.372860
**** File name: ./output/25MB-spr2-no35.bin_clear_data.in ****
Clear file present: 	19201/19219 	 [%] = 99.906343
Xor file present: 	16600/19219 	 [%] = 86.372860
**** File name: ./output/25MB-spr2-no36.bin_clear_data.in ****
Clear file present: 	15268/19219 	 [%] = 79.442219
Xor file present: 	16567/19219 	 [%] = 86.201155
**** File name: ./output/25MB-spr2-no36.bin_clear_data.in ****
Clear file present: 	19158/19219 	 [%] = 99.682606
Xor file present: 	16567/19219 	 [%] = 86.201155
**** File name: ./output/25MB-spr2-no37.bin_clear_data.in ****
Clear file present: 	15782/19219 	 [%] = 82.116655
Xor file present: 	16371/19219 	 [%] = 85.181331
**** File name: ./output/25MB-spr2-no37.bin_clear_data.in ****
Clear file present: 	19207/19219 	 [%] = 99.937562
Xor file present: 	16371/19219 	 [%] = 85.181331
**** File name: ./output/25MB-spr2-no38.bin_clear_data.in ****
Clear file present: 	15750/19219 	 [%] = 81.950153
Xor file present: 	16652/19219 	 [%] = 86.643426
**** File name: ./output/25MB-spr2-no38.bin_clear_data.in ****
Clear file present: 	19194/19219 	 [%] = 99.869920
Xor file present: 	16652/19219 	 [%] = 86.643426
**** File name: ./output/25MB-spr2-no39.bin_clear_data.in ****
Clear file present: 	15795/19219 	 [%] = 82.184297
Xor file present: 	16556/19219 	 [%] = 86.143920
**** File name: ./output/25MB-spr2-no39.bin_clear_data.in ****
Clear file present: 	19173/19219 	 [%] = 99.760654
Xor file present: 	16556/19219 	 [%] = 86.143920
**** File name: ./output/25MB-spr2-no40.bin_clear_data.in ****
Clear file present: 	16096/19219 	 [%] = 83.750455
Xor file present: 	16657/19219 	 [%] = 86.669442
**** File name: ./output/25MB-spr2-no40.bin_clear_data.in ****
Clear file present: 	19187/19219 	 [%] = 99.833498
Xor file present: 	16657/19219 	 [%] = 86.669442
**** File name: ./output/25MB-spr2-no41.bin_clear_data.in ****
Clear file present: 	15795/19219 	 [%] = 82.184297
Xor file present: 	16548/19219 	 [%] = 86.102295
**** File name: ./output/25MB-spr2-no41.bin_clear_data.in ****
Clear file present: 	19195/19219 	 [%] = 99.875124
Xor file present: 	16548/19219 	 [%] = 86.102295
**** File name: ./output/25MB-spr2-no42.bin_clear_data.in ****
Clear file present: 	15847/19219 	 [%] = 82.454862
Xor file present: 	16635/19219 	 [%] = 86.554972
**** File name: ./output/25MB-spr2-no42.bin_clear_data.in ****
Clear file present: 	19189/19219 	 [%] = 99.843904
Xor file present: 	16635/19219 	 [%] = 86.554972
**** File name: ./output/25MB-spr2-no43.bin_clear_data.in ****
Clear file present: 	15742/19219 	 [%] = 81.908528
Xor file present: 	16638/19219 	 [%] = 86.570581
**** File name: ./output/25MB-spr2-no43.bin_clear_data.in ****
Clear file present: 	19196/19219 	 [%] = 99.880327
Xor file present: 	16638/19219 	 [%] = 86.570581
**** File name: ./output/25MB-spr2-no44.bin_clear_data.in ****
Clear file present: 	15808/19219 	 [%] = 82.251938
Xor file present: 	16640/19219 	 [%] = 86.580988
**** File name: ./output/25MB-spr2-no44.bin_clear_data.in ****
Clear file present: 	19176/19219 	 [%] = 99.776263
Xor file present: 	16640/19219 	 [%] = 86.580988
**** File name: ./output/25MB-spr2-no45.bin_clear_data.in ****
Clear file present: 	16091/19219 	 [%] = 83.724439
Xor file present: 	16573/19219 	 [%] = 86.232374
**** File name: ./output/25MB-spr2-no45.bin_clear_data.in ****
Clear file present: 	19182/19219 	 [%] = 99.807482
Xor file present: 	16573/19219 	 [%] = 86.232374
**** File name: ./output/25MB-spr2-no46.bin_clear_data.in ****
Clear file present: 	15751/19219 	 [%] = 81.955357
Xor file present: 	16618/19219 	 [%] = 86.466518
**** File name: ./output/25MB-spr2-no46.bin_clear_data.in ****
Clear file present: 	19177/19219 	 [%] = 99.781466
Xor file present: 	16618/19219 	 [%] = 86.466518
**** File name: ./output/25MB-spr2-no47.bin_clear_data.in ****
Clear file present: 	15748/19219 	 [%] = 81.939747
Xor file present: 	16394/19219 	 [%] = 85.301004
**** File name: ./output/25MB-spr2-no47.bin_clear_data.in ****
Clear file present: 	19181/19219 	 [%] = 99.802279
Xor file present: 	16394/19219 	 [%] = 85.301004
**** File name: ./output/25MB-spr2-no48.bin_clear_data.in ****
Clear file present: 	15832/19219 	 [%] = 82.376815
Xor file present: 	16610/19219 	 [%] = 86.424892
**** File name: ./output/25MB-spr2-no48.bin_clear_data.in ****
Clear file present: 	19186/19219 	 [%] = 99.828295
Xor file present: 	16610/19219 	 [%] = 86.424892
**** File name: ./output/25MB-spr2-no49.bin_clear_data.in ****
Clear file present: 	15675/19219 	 [%] = 81.559915
Xor file present: 	16425/19219 	 [%] = 85.462303
**** File name: ./output/25MB-spr2-no49.bin_clear_data.in ****
Clear file present: 	19153/19219 	 [%] = 99.656590
Xor file present: 	16425/19219 	 [%] = 85.462303
**** File name: ./output/25MB-spr2-no50.bin_clear_data.in ****
Clear file present: 	16075/19219 	 [%] = 83.641188
Xor file present: 	16669/19219 	 [%] = 86.731880
**** File name: ./output/25MB-spr2-no50.bin_clear_data.in ****
Clear file present: 	19177/19219 	 [%] = 99.781466
Xor file present: 	16669/19219 	 [%] = 86.731880
**** File name: ./output/25MB-spr2-no51.bin_clear_data.in ****
Clear file present: 	16089/19219 	 [%] = 83.714033
Xor file present: 	16614/19219 	 [%] = 86.445705
**** File name: ./output/25MB-spr2-no51.bin_clear_data.in ****
Clear file present: 	19196/19219 	 [%] = 99.880327
Xor file present: 	16614/19219 	 [%] = 86.445705
**** File name: ./output/25MB-spr3-no1.bin_clear_data.in ****
Clear file present: 	17828/19219 	 [%] = 92.762371
Xor file present: 	18254/19219 	 [%] = 94.978927
**** File name: ./output/25MB-spr3-no1.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18254/19219 	 [%] = 94.978927
**** File name: ./output/25MB-spr3-no2.bin_clear_data.in ****
Clear file present: 	17822/19219 	 [%] = 92.731151
Xor file present: 	18260/19219 	 [%] = 95.010146
**** File name: ./output/25MB-spr3-no2.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18260/19219 	 [%] = 95.010146
**** File name: ./output/25MB-spr3-no3.bin_clear_data.in ****
Clear file present: 	17771/19219 	 [%] = 92.465789
Xor file present: 	18183/19219 	 [%] = 94.609501
**** File name: ./output/25MB-spr3-no3.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18183/19219 	 [%] = 94.609501
**** File name: ./output/25MB-spr3-no4.bin_clear_data.in ****
Clear file present: 	17852/19219 	 [%] = 92.887247
Xor file present: 	18117/19219 	 [%] = 94.266091
**** File name: ./output/25MB-spr3-no4.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18117/19219 	 [%] = 94.266091
**** File name: ./output/25MB-spr3-no5.bin_clear_data.in ****
Clear file present: 	18081/19219 	 [%] = 94.078776
Xor file present: 	18315/19219 	 [%] = 95.296321
**** File name: ./output/25MB-spr3-no5.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18315/19219 	 [%] = 95.296321
**** File name: ./output/25MB-spr3-no6.bin_clear_data.in ****
Clear file present: 	17821/19219 	 [%] = 92.725948
Xor file present: 	18263/19219 	 [%] = 95.025756
**** File name: ./output/25MB-spr3-no6.bin_clear_data.in ****
Clear file present: 	19218/19219 	 [%] = 99.994797
Xor file present: 	18263/19219 	 [%] = 95.025756
**** File name: ./output/25MB-spr3-no7.bin_clear_data.in ****
Clear file present: 	18058/19219 	 [%] = 93.959103
Xor file present: 	18254/19219 	 [%] = 94.978927
**** File name: ./output/25MB-spr3-no7.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18254/19219 	 [%] = 94.978927
**** File name: ./output/25MB-spr3-no8.bin_clear_data.in ****
Clear file present: 	18113/19219 	 [%] = 94.245278
Xor file present: 	18241/19219 	 [%] = 94.911286
**** File name: ./output/25MB-spr3-no8.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18241/19219 	 [%] = 94.911286
**** File name: ./output/25MB-spr3-no9.bin_clear_data.in ****
Clear file present: 	17991/19219 	 [%] = 93.610490
Xor file present: 	18314/19219 	 [%] = 95.291118
**** File name: ./output/25MB-spr3-no9.bin_clear_data.in ****
Clear file present: 	19216/19219 	 [%] = 99.984390
Xor file present: 	18314/19219 	 [%] = 95.291118
**** File name: ./output/25MB-spr3-no10.bin_clear_data.in ****
Clear file present: 	18112/19219 	 [%] = 94.240075
Xor file present: 	18240/19219 	 [%] = 94.906083
**** File name: ./output/25MB-spr3-no10.bin_clear_data.in ****
Clear file present: 	19217/19219 	 [%] = 99.989594
Xor file present: 	18240/19219 	 [%] = 94.906083
**** File name: ./output/25MB-spr3-no11.bin_clear_data.in ****
Clear file present: 	18003/19219 	 [%] = 93.672928
Xor file present: 	18290/19219 	 [%] = 95.166242
**** File name: ./output/25MB-spr3-no11.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18290/19219 	 [%] = 95.166242
**** File name: ./output/25MB-spr3-no12.bin_clear_data.in ****
Clear file present: 	17843/19219 	 [%] = 92.840418
Xor file present: 	18233/19219 	 [%] = 94.869660
**** File name: ./output/25MB-spr3-no12.bin_clear_data.in ****
Clear file present: 	19217/19219 	 [%] = 99.989594
Xor file present: 	18233/19219 	 [%] = 94.869660
**** File name: ./output/25MB-spr3-no13.bin_clear_data.in ****
Clear file present: 	18020/19219 	 [%] = 93.761382
Xor file present: 	18263/19219 	 [%] = 95.025756
**** File name: ./output/25MB-spr3-no13.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18263/19219 	 [%] = 95.025756
**** File name: ./output/25MB-spr3-no14.bin_clear_data.in ****
Clear file present: 	18037/19219 	 [%] = 93.849836
Xor file present: 	18265/19219 	 [%] = 95.036162
**** File name: ./output/25MB-spr3-no14.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18265/19219 	 [%] = 95.036162
**** File name: ./output/25MB-spr3-no15.bin_clear_data.in ****
Clear file present: 	18068/19219 	 [%] = 94.011135
Xor file present: 	18275/19219 	 [%] = 95.088194
**** File name: ./output/25MB-spr3-no15.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18275/19219 	 [%] = 95.088194
**** File name: ./output/25MB-spr3-no16.bin_clear_data.in ****
Clear file present: 	18082/19219 	 [%] = 94.083979
Xor file present: 	18286/19219 	 [%] = 95.145429
**** File name: ./output/25MB-spr3-no16.bin_clear_data.in ****
Clear file present: 	19218/19219 	 [%] = 99.994797
Xor file present: 	18286/19219 	 [%] = 95.145429
**** File name: ./output/25MB-spr3-no17.bin_clear_data.in ****
Clear file present: 	18061/19219 	 [%] = 93.974713
Xor file present: 	18269/19219 	 [%] = 95.056975
**** File name: ./output/25MB-spr3-no17.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18269/19219 	 [%] = 95.056975
**** File name: ./output/25MB-spr3-no18.bin_clear_data.in ****
Clear file present: 	18044/19219 	 [%] = 93.886258
Xor file present: 	18277/19219 	 [%] = 95.098600
**** File name: ./output/25MB-spr3-no18.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18277/19219 	 [%] = 95.098600
**** File name: ./output/25MB-spr3-no19.bin_clear_data.in ****
Clear file present: 	17802/19219 	 [%] = 92.627088
Xor file present: 	18215/19219 	 [%] = 94.776003
**** File name: ./output/25MB-spr3-no19.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18215/19219 	 [%] = 94.776003
**** File name: ./output/25MB-spr3-no20.bin_clear_data.in ****
Clear file present: 	17805/19219 	 [%] = 92.642697
Xor file present: 	18276/19219 	 [%] = 95.093397
**** File name: ./output/25MB-spr3-no20.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18276/19219 	 [%] = 95.093397
**** File name: ./output/25MB-spr3-no21.bin_clear_data.in ****
Clear file present: 	18144/19219 	 [%] = 94.406577
Xor file present: 	18235/19219 	 [%] = 94.880067
**** File name: ./output/25MB-spr3-no21.bin_clear_data.in ****
Clear file present: 	19218/19219 	 [%] = 99.994797
Xor file present: 	18235/19219 	 [%] = 94.880067
**** File name: ./output/25MB-spr3-no22.bin_clear_data.in ****
Clear file present: 	18081/19219 	 [%] = 94.078776
Xor file present: 	18309/19219 	 [%] = 95.265102
**** File name: ./output/25MB-spr3-no22.bin_clear_data.in ****
Clear file present: 	19218/19219 	 [%] = 99.994797
Xor file present: 	18309/19219 	 [%] = 95.265102
**** File name: ./output/25MB-spr3-no23.bin_clear_data.in ****
Clear file present: 	17841/19219 	 [%] = 92.830012
Xor file present: 	18248/19219 	 [%] = 94.947708
**** File name: ./output/25MB-spr3-no23.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18248/19219 	 [%] = 94.947708
**** File name: ./output/25MB-spr3-no24.bin_clear_data.in ****
Clear file present: 	18096/19219 	 [%] = 94.156824
Xor file present: 	18284/19219 	 [%] = 95.135023
**** File name: ./output/25MB-spr3-no24.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18284/19219 	 [%] = 95.135023
**** File name: ./output/25MB-spr3-no25.bin_clear_data.in ****
Clear file present: 	18123/19219 	 [%] = 94.297310
Xor file present: 	18265/19219 	 [%] = 95.036162
**** File name: ./output/25MB-spr3-no25.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18265/19219 	 [%] = 95.036162
**** File name: ./output/25MB-spr3-no26.bin_clear_data.in ****
Clear file present: 	18128/19219 	 [%] = 94.323326
Xor file present: 	18276/19219 	 [%] = 95.093397
**** File name: ./output/25MB-spr3-no26.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18276/19219 	 [%] = 95.093397
**** File name: ./output/25MB-spr3-no27.bin_clear_data.in ****
Clear file present: 	17953/19219 	 [%] = 93.412769
Xor file present: 	18288/19219 	 [%] = 95.155835
**** File name: ./output/25MB-spr3-no27.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18288/19219 	 [%] = 95.155835
**** File name: ./output/25MB-spr3-no28.bin_clear_data.in ****
Clear file present: 	17760/19219 	 [%] = 92.408554
Xor file present: 	18223/19219 	 [%] = 94.817628
**** File name: ./output/25MB-spr3-no28.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18223/19219 	 [%] = 94.817628
**** File name: ./output/25MB-spr3-no29.bin_clear_data.in ****
Clear file present: 	18060/19219 	 [%] = 93.969509
Xor file present: 	18325/19219 	 [%] = 95.348353
**** File name: ./output/25MB-spr3-no29.bin_clear_data.in ****
Clear file present: 	19217/19219 	 [%] = 99.989594
Xor file present: 	18325/19219 	 [%] = 95.348353
**** File name: ./output/25MB-spr3-no30.bin_clear_data.in ****
Clear file present: 	18065/19219 	 [%] = 93.995525
Xor file present: 	18272/19219 	 [%] = 95.072584
**** File name: ./output/25MB-spr3-no30.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18272/19219 	 [%] = 95.072584
**** File name: ./output/25MB-spr3-no31.bin_clear_data.in ****
Clear file present: 	18113/19219 	 [%] = 94.245278
Xor file present: 	18319/19219 	 [%] = 95.317134
**** File name: ./output/25MB-spr3-no31.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18319/19219 	 [%] = 95.317134
**** File name: ./output/25MB-spr3-no32.bin_clear_data.in ****
Clear file present: 	17989/19219 	 [%] = 93.600083
Xor file present: 	18237/19219 	 [%] = 94.890473
**** File name: ./output/25MB-spr3-no32.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18237/19219 	 [%] = 94.890473
**** File name: ./output/25MB-spr3-no33.bin_clear_data.in ****
Clear file present: 	18029/19219 	 [%] = 93.808211
Xor file present: 	18272/19219 	 [%] = 95.072584
**** File name: ./output/25MB-spr3-no33.bin_clear_data.in ****
Clear file present: 	19214/19219 	 [%] = 99.973984
Xor file present: 	18272/19219 	 [%] = 95.072584
**** File name: ./output/25MB-spr3-no34.bin_clear_data.in ****
Clear file present: 	18043/19219 	 [%] = 93.881055
Xor file present: 	18258/19219 	 [%] = 94.999740
**** File name: ./output/25MB-spr3-no34.bin_clear_data.in ****
Clear file present: 	19218/19219 	 [%] = 99.994797
Xor file present: 	18258/19219 	 [%] = 94.999740
**** File name: ./output/25MB-spr3-no35.bin_clear_data.in ****
Clear file present: 	18085/19219 	 [%] = 94.099589
Xor file present: 	18259/19219 	 [%] = 95.004943
**** File name: ./output/25MB-spr3-no35.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18259/19219 	 [%] = 95.004943
**** File name: ./output/25MB-spr3-no36.bin_clear_data.in ****
Clear file present: 	17835/19219 	 [%] = 92.798793
Xor file present: 	18265/19219 	 [%] = 95.036162
**** File name: ./output/25MB-spr3-no36.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18265/19219 	 [%] = 95.036162
**** File name: ./output/25MB-spr3-no37.bin_clear_data.in ****
Clear file present: 	17912/19219 	 [%] = 93.199438
Xor file present: 	18270/19219 	 [%] = 95.062178
**** File name: ./output/25MB-spr3-no37.bin_clear_data.in ****
Clear file present: 	19218/19219 	 [%] = 99.994797
Xor file present: 	18270/19219 	 [%] = 95.062178
**** File name: ./output/25MB-spr3-no38.bin_clear_data.in ****
Clear file present: 	17822/19219 	 [%] = 92.731151
Xor file present: 	18218/19219 	 [%] = 94.791612
**** File name: ./output/25MB-spr3-no38.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18218/19219 	 [%] = 94.791612
**** File name: ./output/25MB-spr3-no39.bin_clear_data.in ****
Clear file present: 	18068/19219 	 [%] = 94.011135
Xor file present: 	18249/19219 	 [%] = 94.952911
**** File name: ./output/25MB-spr3-no39.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18249/19219 	 [%] = 94.952911
**** File name: ./output/25MB-spr3-no40.bin_clear_data.in ****
Clear file present: 	18152/19219 	 [%] = 94.448202
Xor file present: 	18253/19219 	 [%] = 94.973724
**** File name: ./output/25MB-spr3-no40.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18253/19219 	 [%] = 94.973724
**** File name: ./output/25MB-spr3-no41.bin_clear_data.in ****
Clear file present: 	18118/19219 	 [%] = 94.271294
Xor file present: 	18249/19219 	 [%] = 94.952911
**** File name: ./output/25MB-spr3-no41.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18249/19219 	 [%] = 94.952911
**** File name: ./output/25MB-spr3-no42.bin_clear_data.in ****
Clear file present: 	18052/19219 	 [%] = 93.927884
Xor file present: 	18286/19219 	 [%] = 95.145429
**** File name: ./output/25MB-spr3-no42.bin_clear_data.in ****
Clear file present: 	19218/19219 	 [%] = 99.994797
Xor file present: 	18286/19219 	 [%] = 95.145429
**** File name: ./output/25MB-spr3-no43.bin_clear_data.in ****
Clear file present: 	18096/19219 	 [%] = 94.156824
Xor file present: 	18267/19219 	 [%] = 95.046568
**** File name: ./output/25MB-spr3-no43.bin_clear_data.in ****
Clear file present: 	19217/19219 	 [%] = 99.989594
Xor file present: 	18267/19219 	 [%] = 95.046568
**** File name: ./output/25MB-spr3-no44.bin_clear_data.in ****
Clear file present: 	18079/19219 	 [%] = 94.068370
Xor file present: 	18334/19219 	 [%] = 95.395182
**** File name: ./output/25MB-spr3-no44.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18334/19219 	 [%] = 95.395182
**** File name: ./output/25MB-spr3-no45.bin_clear_data.in ****
Clear file present: 	18102/19219 	 [%] = 94.188043
Xor file present: 	18266/19219 	 [%] = 95.041365
**** File name: ./output/25MB-spr3-no45.bin_clear_data.in ****
Clear file present: 	19217/19219 	 [%] = 99.989594
Xor file present: 	18266/19219 	 [%] = 95.041365
**** File name: ./output/25MB-spr3-no46.bin_clear_data.in ****
Clear file present: 	18053/19219 	 [%] = 93.933087
Xor file present: 	18259/19219 	 [%] = 95.004943
**** File name: ./output/25MB-spr3-no46.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18259/19219 	 [%] = 95.004943
**** File name: ./output/25MB-spr3-no47.bin_clear_data.in ****
Clear file present: 	17811/19219 	 [%] = 92.673916
Xor file present: 	18251/19219 	 [%] = 94.963318
**** File name: ./output/25MB-spr3-no47.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18251/19219 	 [%] = 94.963318
**** File name: ./output/25MB-spr3-no48.bin_clear_data.in ****
Clear file present: 	18043/19219 	 [%] = 93.881055
Xor file present: 	18279/19219 	 [%] = 95.109007
**** File name: ./output/25MB-spr3-no48.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18279/19219 	 [%] = 95.109007
**** File name: ./output/25MB-spr3-no49.bin_clear_data.in ****
Clear file present: 	18076/19219 	 [%] = 94.052760
Xor file present: 	18190/19219 	 [%] = 94.645923
**** File name: ./output/25MB-spr3-no49.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18190/19219 	 [%] = 94.645923
**** File name: ./output/25MB-spr3-no50.bin_clear_data.in ****
Clear file present: 	18132/19219 	 [%] = 94.344139
Xor file present: 	18298/19219 	 [%] = 95.207867
**** File name: ./output/25MB-spr3-no50.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18298/19219 	 [%] = 95.207867
**** File name: ./output/25MB-spr3-no51.bin_clear_data.in ****
Clear file present: 	17890/19219 	 [%] = 93.084968
Xor file present: 	18252/19219 	 [%] = 94.968521
**** File name: ./output/25MB-spr3-no51.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18252/19219 	 [%] = 94.968521
**** File name: ./output/25MB-spr4-no1.bin_clear_data.in ****
Clear file present: 	18830/19219 	 [%] = 97.975961
Xor file present: 	18875/19219 	 [%] = 98.210105
**** File name: ./output/25MB-spr4-no1.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18875/19219 	 [%] = 98.210105
**** File name: ./output/25MB-spr4-no2.bin_clear_data.in ****
Clear file present: 	18809/19219 	 [%] = 97.866694
Xor file present: 	18836/19219 	 [%] = 98.007180
**** File name: ./output/25MB-spr4-no2.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18836/19219 	 [%] = 98.007180
**** File name: ./output/25MB-spr4-no3.bin_clear_data.in ****
Clear file present: 	18806/19219 	 [%] = 97.851085
Xor file present: 	18900/19219 	 [%] = 98.340184
**** File name: ./output/25MB-spr4-no3.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18900/19219 	 [%] = 98.340184
**** File name: ./output/25MB-spr4-no4.bin_clear_data.in ****
Clear file present: 	18628/19219 	 [%] = 96.924918
Xor file present: 	18811/19219 	 [%] = 97.877101
**** File name: ./output/25MB-spr4-no4.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18811/19219 	 [%] = 97.877101
**** File name: ./output/25MB-spr4-no5.bin_clear_data.in ****
Clear file present: 	18791/19219 	 [%] = 97.773037
Xor file present: 	18887/19219 	 [%] = 98.272543
**** File name: ./output/25MB-spr4-no5.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18887/19219 	 [%] = 98.272543
**** File name: ./output/25MB-spr4-no6.bin_clear_data.in ****
Clear file present: 	18692/19219 	 [%] = 97.257922
Xor file present: 	18885/19219 	 [%] = 98.262136
**** File name: ./output/25MB-spr4-no6.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18885/19219 	 [%] = 98.262136
**** File name: ./output/25MB-spr4-no7.bin_clear_data.in ****
Clear file present: 	18791/19219 	 [%] = 97.773037
Xor file present: 	18837/19219 	 [%] = 98.012384
**** File name: ./output/25MB-spr4-no7.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18837/19219 	 [%] = 98.012384
**** File name: ./output/25MB-spr4-no8.bin_clear_data.in ****
Clear file present: 	18794/19219 	 [%] = 97.788647
Xor file present: 	18899/19219 	 [%] = 98.334981
**** File name: ./output/25MB-spr4-no8.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18899/19219 	 [%] = 98.334981
**** File name: ./output/25MB-spr4-no9.bin_clear_data.in ****
Clear file present: 	18803/19219 	 [%] = 97.835475
Xor file present: 	18885/19219 	 [%] = 98.262136
**** File name: ./output/25MB-spr4-no9.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18885/19219 	 [%] = 98.262136
**** File name: ./output/25MB-spr4-no10.bin_clear_data.in ****
Clear file present: 	18780/19219 	 [%] = 97.715802
Xor file present: 	18866/19219 	 [%] = 98.163276
**** File name: ./output/25MB-spr4-no10.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18866/19219 	 [%] = 98.163276
**** File name: ./output/25MB-spr4-no11.bin_clear_data.in ****
Clear file present: 	18792/19219 	 [%] = 97.778240
Xor file present: 	18856/19219 	 [%] = 98.111244
**** File name: ./output/25MB-spr4-no11.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18856/19219 	 [%] = 98.111244
**** File name: ./output/25MB-spr4-no12.bin_clear_data.in ****
Clear file present: 	18800/19219 	 [%] = 97.819866
Xor file present: 	18850/19219 	 [%] = 98.080025
**** File name: ./output/25MB-spr4-no12.bin_clear_data.in ****
Clear file present: 	19219/19219 	 [%] = 100.000000
Xor file present: 	18850/19219 	 [%] = 98.080025
**** File name: ./output/25MB-spr4-no13.bin_clear_data.in ****
Clear file present: 	18798/19219 	 [%] = 97.809459
Xor file present: 	18884/19219 	 [%] = 98.256933
**** File name: ./output/25MB-spr4-no13.bin_clear_data.in ****
